num,sku,name,brand,att_set,price,deal_price,style,gender,shape,description,frame_height,frame_width,frame_colour
149,RX5376Black Brown Transparent,Ray-Ban RX5376 Small (Size-47) Black Brown Transparent 5912 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Round,"b'For that incomparable geek-chic look, the Ray-Ban RX5376 Small (Size-47) Black Brown Transparent 5912 Unisex Eyeglasses will be perfect. Pair these with your casuals anytime and never go wrong. Don\xe2\x80\x99t believe it? Take cue from Hollywood celebrity, Ryan Gosling. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,136,Black Brown Transparent
150,RX6421Gunmetal Black,Ray-Ban RX6421 Medium (Size-52) Gunmetal Black 2997 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'These Ray-Ban RX6421 Medium (Size-52) Gunmetal Black 2997 Unisex Eyeglasses come with the modish design on the skinny flat temples and on the upper halves. These specs will complement any skin tone and they are perfect for round-shaped faces. The attractive in the gunmetal tone will sure make heads turn.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,132,Gunmetal Black
151,RX6434Silver Black,Ray-Ban RX6434 Medium (Size-53) Silver Black 2501 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'Ray-Ban RX6434 Medium (Size-53) Silver Black 2501 Unisex Eyeglasses with uniquely engraved design on the temples make them OTT. The rectangular frames and shiny double bridge were similarly sported by Rainn Wilson\xe2\x80\x99s notorious character \xe2\x80\x98Dwight Schrute\xe2\x80\x99, in The Office. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,134,Silver Black
152,RX2185Tortoise,Ray-Ban RX2185 Large (Size-52) Tortoise 2012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Round,"b'The Ray-Ban RX2185 Large (Size-52) Tortoise 2012 Unisex Eyeglasses boast of a unique frame design offering the best of rounds and the iconic wayfarer. These specs in trend will surely get you a smart look when paired with your formals and casuals.\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,137,Tortoise
153,RX6440Golden Brown,Ray-Ban RX6440 Medium (Size-53) Golden Brown 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6890,5512,Full Rim,Unisex,Rectangle,"b'Offering an angular twist to the regular rectangular frames, the Ray-Ban RX6440 Medium (Size-53) Golden Brown 2500 Unisex Eyeglasses have distinctive geometric shape on the top half. These trendy specs look simply bold in their full golden brown construction.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,135,Golden Brown
154,RX6439Silver Black,Ray-Ban RX6439 Medium (Size-52) Silver Black 2501 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6890,5512,Full Rim,Unisex,Oval,"b'Ray-Ban RX6439 Medium (Size-52) Silver Black 2501 Unisex Eyeglasses are the hot pair of oval-framed specs with a prominent bridge. The free words of wisdom for all the square faced people out there, these glasses help slim down the face.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,131,Silver Black
155,RX6439Golden Brown,Ray-Ban RX6439 Medium (Size-52) Golden Brown 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6890,5512,Full Rim,Unisex,Oval,"b'Ray-Ban RX6439 Medium (Size-52) Golden Brown 2500 Unisex Eyeglasses are the hot pair of oval-framed specs with a prominent bridge. The free words of wisdom for all the square faced people out there, these glasses help slim down the face.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,131,Golden Brown
156,RX5376Tortoise,Ray-Ban RX5376 Small (Size-47) Tortoise 5082 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Round,"b'For that incomparable geek-chic look, the Ray-Ban RX5376 Small (Size-47) Tortoise 5082 Unisex Eyeglasses will be perfect. Pair these with your casuals anytime and never go wrong. Don\xe2\x80\x99t believe it? Take cue from Hollywood celebrity, Ryan Gosling. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,134,Tortoise
157,RX7164Tortoise Golden,Ray-Ban RX7164 Large (Size-52) Tortoise Golden 5881 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,8490,6792,Full Rim,Unisex,Square,"b'These Ray-Ban RX7164 Large (Size-52) Tortoise Golden 5881 Unisex Eyeglasses are square and look extremely sophisticated. The gold detailing on the bridge and temples add to their glossy finish without being too loud. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,138,Tortoise Golden
158,RX6437Black,Ray-Ban RX6437 Medium (Size-51) Black 2509 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'Revive that geek-chic look with the Ray-Ban RX6437 Medium (Size-51) Black 2509 Unisex Eyeglasses. These specs maintain the oversized rectangular frames with slim temples. Pair them with less make-up and your hair tied in a neat ponytail for that Hailey Bieber glow.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,130,Black
159,RX6440Silver Black,Ray-Ban RX6440 Medium (Size-53) Silver Black 2501 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6890,5512,Full Rim,Unisex,Rectangle,"b'Offering an angular twist to the regular rectangular frames, the Ray-Ban RX6440 Medium (Size-53) Silver Black 2501 Unisex Eyeglasses have distinctive geometric shape on the top half. These trendy specs look simply bold in their full silver black construction.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,135,Silver Black
160,RX5377Tortoise,Ray-Ban RX5377 Small (Size-50) Tortoise 2012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Wayfarer,"b'The Ray-Ban RX5377 Small (Size-50) Tortoise 2012 Unisex Eyeglasses will complement all oval and heart-shaped faces. The angular fronts contrast the curvy lower halves and the temples swoop in a tapered fashion without any additional fuss. Pair these frames with your smart casuals and amp up your style. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,141,Tortoise
161,RX4314Black,Ray-Ban RX4314 Medium (Size-51) Black 2000 Women Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Women,Cat Eye,"b'If you are still into the skinny eyewear trend that took the world by storm a few years back, try these Ray-Ban RX4314 Medium (Size-51) Black 2000 Women Eyeglasses. Best for diamond-shaped faces, these trendy and bold cat-eye specs will look great with any casual ensemble. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,139,Black
162,RX4314Tortoise,Ray-Ban RX4314 Medium (Size-51) Tortoise 2144 Women Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Women,Cat Eye,"b'If you are still into the skinny eyewear trend that took the world by storm a few years back, try these Ray-Ban RX4314 Medium (Size-51) Tortoise 2144 Women Eyeglasses. Best for diamond-shaped faces, these trendy and bold cat-eye specs will look great with any casual ensemble. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,137,Tortoise
163,RX6434Golden,Ray-Ban RX6434 Medium (Size-53) Golden 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'Ray-Ban RX6434 Medium (Size-53) Golden 2500 Unisex Eyeglasses with uniquely engraved design on the temples make them OTT. The rectangular golden frames and shiny double bridge were similarly sported by Rainn Wilson\xe2\x80\x99s notorious character \xe2\x80\x98Dwight Schrute\xe2\x80\x99, in The Office. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,134,Golden
164,RX5387Tortoise,Ray-Ban RX5387 Medium (Size-52) Tortoise 5873 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6390,5112,Full Rim,Unisex,Wayfarer,"b'Don\xe2\x80\x99t stop your unending devotion to the timeless wayfarer frames, for these Ray-Ban RX5387 Medium (Size-52) Tortoise 5873 Unisex Eyeglasses are a modern-day throwback. Modified with slender and broader frames, distinct key-hole bridge and literally size zero temples, sport them to know how cool you look. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",44,,Tortoise
165,RX6427Gunmetal Blue,Ray-Ban RX6427 Large (Size-51) Gunmetal Blue 2502 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Half Rim,Unisex,Round,"b'Round glasses with half-rims such as the Ray-Ban RX6427 Large (Size-51) Gunmetal Blue 2502 Unisex Eyeglasses are a modish alternative to the full rimmed ones. These specs are light weight even though they have been assembled in stainless steel. Nothing conveys effortless fashion as these.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",46,134,Gunmetal Blue
166,RY1586Purple Transparent,Ray-Ban RY1586 Small (Size-49) Purple Transparent Purple Sky Blue 3776 Teen Eyeglasses ,Ray-Ban,Eyeglasses,3690,2952,Full Rim,Teen,Rectangle,"b'If you like a youthful and colorful pair of specs, the Ray-Ban RY1586 Small (Size-49) Purple Transparent Purple Sky Blue 3776 Teen Eyeglasses would certainly fit the bill for you. The use color on the frames make it a unique pair of specs. The temples use TR90 material, which makes this pair extremely flexible and light. They are square-shaped eyeglasses that are ideal for oval-shaped faces. You can also use BLU lenses by Lenskart that have the ability to reduce strain caused on the eyes because of computers and smartphones. They can be worn with light-colored jeans or white summer dresses.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",36,128,Purple Transparent
167,RY1054Grey Red,Ray-Ban RY1054 Small (Size-47) Red Silver Grey Red 4072 Teen Eyeglasses ,Ray-Ban,Eyeglasses,4590,3213,Full Rim,Teen,Square,"b'The Ray-Ban RY1054 Small (Size-47) Red Silver Grey Red 4072 Teen Eyeglasses is ideal if you want to get a trendy yet comfortable pair of specs. What makes this particular pair unique would be the use of color on the frames with silver and red-colored rims plus temples in the color combination of red and grey. The temples use TR90 material, which makes this pair extremely flexible and light. They are square-shaped eyeglasses that are ideal for oval-shaped faces. You can also use BLU lenses by Lenskart that have the ability to reduce strain caused on the eyes because of computers and smartphones. This pair can be worn with short dresses or dark-colored shirts to wow others wherever you sport them.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,,Grey Red
168,RX7164Golden Black,Ray-Ban RX7164 Large (Size-52) Golden Black 2000 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,8490,6792,Full Rim,Unisex,Square,"b'These Ray-Ban RX7164 Large (Size-52) Golden Black 2000 Unisex Eyeglasses are square and look extremely sophisticated. The gold detailing on the bridge and temples add to their glossy finish without being too loud. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,,Golden Black
169,RX6441Black,Ray-Ban RX6441 Large (Size-56) Black 2509 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Half Rim,Unisex,Square,"b'This pair of Ray-Ban RX6441 Large (Size-56) Black 2509 Unisex Eyeglasses come in the suave black tone. With half-rimmed frames, they have a geometrical tilt on the upper halves. The bridge construction held by the sturdy top bar have a matte finish, enough to beat the passing trends. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",47,136,Black
170,RX7165Matte Black,Ray-Ban RX7165 Medium (Size-52) Matte Black 5204 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,8490,6792,Full Rim,Unisex,Rectangle,"b'The all black Ray-Ban RX7165 Medium (Size-52) Matte Black 5204 Unisex Eyeglasses are the new cool. The sporty temples in the comfortable acetate material make these specs look funky. Just don them with casuals and look apart.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,139,Matte Black
171,RX7165Blue,Ray-Ban RX7165 Medium (Size-52) Blue 5207 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,8490,6792,Full Rim,Unisex,Rectangle,"b'The all blue Ray-Ban RX7165 Medium (Size-52) Blue 5207 Unisex Eyeglasses are the new cool. The sporty temples in the comfortable acetate material make these specs look funky. Just don them with casuals and look apart.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",38,139,Blue
172,RX6437Brown,Ray-Ban RX6437 Medium (Size-51) Brown 3038 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5173,Full Rim,Unisex,Rectangle,"b'Revive that geek-chic look with the Ray-Ban RX6437 Medium (Size-51) Brown 3038 Unisex Eyeglasses. These specs maintain the oversized rectangular frames with slim temples. Pair them with less make-up and your hair tied in a neat ponytail for that Hailey Bieber glow.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,,Brown
173,RX3596Blue,Ray-Ban RX3596 Medium (Size-54) Blue Gunmetal Blue 2996 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,8490,5943,Full Rim,Unisex,Round,"b'Ray-Ban RX3596 Large (Size-54) Blue Gunmetal Blue 2996 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,,Blue
174,RX6266 Red Black,Ray-Ban Rx6266 Medium (Size-53) Black Red Black 02509 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Rectangle,"b'Brand: Ray-Ban, Product Type: Eyeglasses, Frame Type: Rimless, Frame Shape: Rectangle, Gender: Men/Women\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,129,Red Black
175,RX6441Silver Black,Ray-Ban RX6441 Large (Size-56) Silver Black 2501 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Half Rim,Unisex,Square,"b'This pair of Ray-Ban RX6441 Large (Size-56) Silver Black 2501 Unisex Eyeglasses come in the suave silver tone. With half-rimmed frames, they have a geometrical tilt on the upper halves. The bridge construction held by the sturdy top bar have a matte finish, enough to beat the passing trends. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",47,136,Silver Black
176,RX5121Black,Ray-Ban RX5121 2000 Size:50 Black Wayfarer Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Wayfarer,"b'Angular and fashionable Ray-Ban RX 5121 Wayfarer eyeglasses are a class apart. With black frame, this modish eyeglass provides geeky chic appearance to the young, dynamic men and women. Ray-Ban RX 5121 Wayfarer eyeglasses are fashioned out of premium Acetate that endows Ray-Ban Wayfarer eyeglasses with flexibility and sturdiness. Vintage Wayfarer flair offers a contemporary yet modern appearance. Ray-Ban RX 5121 Wayfarer eyeglasses are made exclusively for ambitious youth who are determined to get their way.\nFeatures:\n\nRay-Ban RX 5121 Wayfarer eyeglasses are crafted with premium quality Acetate which provides flexibility and sturdiness to the eyeglasses.\nLight weight Ray-Ban RX 5121 Wayfarer eyeglasses are easy on nose and temples.\nAvailable in Bifocal, progressive and single vision.\nMade exclusively for young, dynamic men and women.\n\nFeel confident and self-assured with Ray-Ban RX 5121 Wayfarer eyeglasses. Buy your own remarkable Ray-Ban pair of eyeglasses from Lenskart.com.\nBrand: Ray-Ban, Product Type: Eyeglasses, Frame Type: Full Rim, Frame Shape: Wayfarer, Gender: Men/Women\nRX5121 2000 Original Wayfarer eyeglasses from Rayban are black in color. This broad frame pair of spectacles has integrated nose pads to provide a comfortable wearing experience. The black colored temples of these unisex eyeglasses are designed with the brand\xe2\x80\x99s logo that marks its authenticity.\n\n3 DECIMAL TESTED\nEach eyeglass manufactured by Lenskart goes through 3 decimal testing (3D testing) performed by MEI machines. For the first time in India, this robotic technology from Germany creates micro-precision lenses which are accurate to 3 decimal places. No rounding off.\nMADE BY ROBOTS\n\n\nLenses are cut by robotic machines using German technologies leaving no room for human error.\nEdging of lenses by MEI machines that provide lenses accurate to 3 decimal places\nAspheric, Anti-Glare & Super Hydrophobic Lens with Robotic Inspection\n\n\nFRESH OUT OF THE OVEN\nNo middlemen simply means no extra cost. Our products come straight from us, the manufacturer, to you hence eliminating all extra costs added by layers of middlemen. So, you pay the lowest cost for the best quality.\nLENSKART VS LOCAL OPTICIAN\n\n\nAccuracy : Our lenses are accurate to 3 decimal places, however local opticians usually round the power off.\nQuality : Imported material with 7-layer polishing material.\nTrust : No local optician has 14 day return policy and 1 year warranty like we do\nVariety : The largest variety under one roof in India : 3000+ styles Imported material with 7-layer polishing material.\nValue : Unbeatable prices for the best quality\n\n\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",,143,Black
177,RX6589Golden Tortoise,Ray-Ban RX6589 Medium (Size-56) Golden Tortoise 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Half Rim,Unisex,Aviator,"b'Ray-Ban RX6589 Medium (Size-56) Golden Tortoise 2500 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",50,,Golden Tortoise
178,RX8905Grey Blue,Ray-Ban RX8905 Large (Size-55) Blue Grey Blue 5844 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,9990,7992,Full Rim,Unisex,Rectangle,"b'If you want to flaunt your playful attitude, meet your match - the Ray-Ban RX8905 Medium (Size-55) Blue Grey Blue 5844 Unisex Eyeglasses. These modern specs with thick rims and comfortable rubber grips on the ear piece makes them ideal for prolonged use. Oh! there\xe2\x80\x99s the brand logo detailing inside the temples as well.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",42,145,Grey Blue
179,RX6378Black,Ray-Ban Rx6378 Small (Size-49) Black 02904 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Round,"b'The round-shaped frames topped by the ultra slim temples of these Ray-Ban Rx6378 Small (Size-49) Black 02904 Unisex Eyeglasses will let you sport them everywhere. Whether you are off to sign a business deal or leisurely strolling on the busy streets of your city, these are a must-have.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",47,136,Black
180,RX5372Tortoise,Ray-Ban RX5372 Medium (Size-52) Tortoise 2012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6390,5112,Full Rim,Unisex,Rectangle,"b'We all know tortoiseshell is the new black. The Ray-Ban RX5372 Medium (Size-52) Tortoise 2012 Unisex Eyeglasses offer a sharp look with extended upper frames and a keyhole bridge. These frames for men and women are suitable for round faces to make them appear longer and thinner.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",33,135,Tortoise
181,RX6440Silver,Ray-Ban RX6440 Medium (Size-53) Silver Black 2983 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6890,5512,Full Rim,Unisex,Rectangle,"b'Offering an angular twist to the regular rectangular frames, the Ray-Ban RX6440 Medium (Size-53) Golden Brown 2500 Unisex Eyeglasses have distinctive geometric shape on the top half. These trendy specs look simply bold in their full silver black construction.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,134,Silver
182,0RX5279Black,Ray-Ban 0Rx5279 Medium (Size-53) Black 2000 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7490,5992,Full Rim,Unisex,Rectangle,"b'Brand: Ray-Ban, Product Type: Eyeglasses, Frame Type: Full Rim, Frame Shape: Rectangle, Gender: Men/Women\nFor those who love flashy things in life and are not shy to show off, this pair of Ray-Ban eyeglasses in shiny black finish is an apt pick. Ray-Ban is a brand that is high on quality, performance and style. The premium category eyeglasses are made from Acetate, a material that lends versatility, light-weight and strength. An extremely comfortable piece of eyewear, the specs is fitted with bifocal lenses that are highly resistant to impacts as compared to their counterparts from other brands. Crafting using cutting edge technology, the eyeglasses are sober yet elegant. In a nutshell, these are perfect safe bet for every occasion. The entire collection of Ray-Ban eyewear is available at Lenskart.com. \n3 DECIMAL TESTED\nEach eyeglass manufactured by Lenskart goes through 3 decimal testing (3D testing) performed by MEI machines. For the first time in India, this robotic technology from Germany creates micro-precision lenses which are accurate to 3 decimal places. No rounding off.\nMADE BY ROBOTS\n\n\nLenses are cut by robotic machines using German technologies leaving no room for human error.\nEdging of lenses by MEI machines that provide lenses accurate to 3 decimal places\nAspheric, Anti-Glare & Super Hydrophobic Lens with Robotic Inspection\n\n\nFRESH OUT OF THE OVEN\nNo middlemen simply means no extra cost. Our products come straight from us, the manufacturer, to you hence eliminating all extra costs added by layers of middlemen. So, you pay the lowest cost for the best quality.\nLENSKART VS LOCAL OPTICIAN\n\n\nAccuracy : Our lenses are accurate to 3 decimal places, however local opticians usually round the power off.\nQuality : Imported material with 7-layer polishing material.\nTrust : No local optician has 14 day return policy and 1 year warranty like we do\nVariety : The largest variety under one roof in India : 3000+ styles Imported material with 7-layer polishing material.\nValue : Unbeatable prices for the best quality\n\n\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",,,Black
183,RX7118Tortoise,Ray-Ban RX7118 Medium (Size-50) Tortoise 5713 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7490,5243,Full Rim,Unisex,Round,"b'Ray-Ban RX7118 Medium (Size-50) Tortoise 5713 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",46,,Tortoise
